StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,PROLIFIC_PID,Group
2/12/2025 22:55,2/12/2025 23:00,IP Address,82.39.129.24,100,294,True,2/12/2025 23:00,R_8t9i4ToV1MasOGt,,,,,52.4202,-1.9983,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,Neutral,"The technical quality of the robot is very good and it is capable of doing a lot. However, the explanation can be a little difficulty to understand.",Maybe imrpove the shape and look of it,"In some way, the robot will probably still need more input to understand what is required in order to explain well to other people ",Neutral,,,,,,,,,,,30,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,,5b57640fd574e30001c7124f,1
2/12/2025 22:54,2/12/2025 23:00,IP Address,5.69.94.70,100,372,True,2/12/2025 23:00,R_8zbVEVVcPAe2rLZ,,,,,52.1073,-0.4649,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,Yes,Probably yes,"It seems quite slow. It's also not clear how it would handle the chess pieces if they weren't right in the middle of the square. It's movement does seem quite precise, albeit slightly noisy, which I could imagine being an irritation in professional chess. The arm does look strong and robust though.",I would suggest the mechanism being quieter.,Unlikely to replace screen-based computers given the current need for those computers which is unlikely to go away. The robots don't have the same reason to be scaled. ,Definitely not,,,,,,,,,,,35,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Very,Yes,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,676aa442d14c0860ded4bacf,1
2/12/2025 22:57,2/12/2025 23:00,IP Address,81.110.175.102,100,231,True,2/12/2025 23:00,R_2uzhAM7oexIg1Rn,,,,,52.9292,-1.1065,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,Probably yes,"It looks very solidly constructed, with good balance.","If it is to teach school children, it will have to explain or define the terminology it uses, such as ""occupancy"" ","It would be nice, but probbaly not cost-effective to do, compared to screen-based learning. Screen are already widely available, and can deliver a wide range of content or services. ",Probably not,,,,,,,,,,,25,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Slightly,Moderately,No,Not at all,Humans surpass machines,I prefer not to respond,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,interesting (:,5f9932d4ae84ec000947a76c,1
2/12/2025 22:55,2/12/2025 23:00,IP Address,91.125.70.93,100,303,True,2/12/2025 23:00,R_8Sl4DfNhlfWzeK4,,,,,52.3384,-3.9689,anonymous,EN,0.800000011920929,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably yes,Seems to love accurately and fluidly. It's smooth and rather quiet in terms of the mechanical or robotic noises.,I'd make the voice more vibrant and less AI like,I think chess is a complex game and robots and AI could function well in helping learners especially beginners as it's able to talk through the steps,Probably yes,,,,,,39,Male,Some University but no degree,Very,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,676145868a5b7f479c457aaf,2
2/12/2025 22:53,2/12/2025 23:00,IP Address,121.223.139.55,100,421,True,2/12/2025 23:00,R_49jLRMZcGtAylhf,,,,,-33.8444,151.1542,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,Probably not,The robot can move around and use its vision to see the board and make decisions.,Probably just change the language it uses to something more user friendly (speech to be more laymans),"Probably, but seems excessive",Probably yes,,,,,,,,,,,31,Female,University - Bachelors Degree,Slightly,Slightly,No,Not at all,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,663025c8522376734fa5a4f1,1
2/12/2025 22:55,2/12/2025 23:00,IP Address,87.115.249.3,100,322,True,2/12/2025 23:00,R_2DYm4DeSRv1Z0tW,,,,,52.2375,0.8319,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,I prefer not to respond,Probably yes,Too technical with the vocabulary. Very detailed. Good pauses between sentences ,More simplified vocabulary ,Possibly. Very practical. But expensive.,Definitely not,,,,,,,,,,,52,Female,University - Bachelors Degree,Not at all,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,6758b324af1be7595adda946,1
2/12/2025 22:55,2/12/2025 23:00,IP Address,2.221.43.0,100,322,True,2/12/2025 23:00,R_20q0nn1sHJYamyw,,,,,53.9455,-1.1171,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably yes,"The robot moves great, it has great arm control. I like the voice used. ",I don't have any recommendations at this time.,"Maybe, depending on how far the robot development will go. ",Definitely not,,,,,,31,Male,Vocational or Similar,Very,Extremely,No,Slightly,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,,67ace92ea07efb272f6cf151,2
2/12/2025 22:55,2/12/2025 23:01,IP Address,31.54.84.205,100,339,True,2/12/2025 23:01,R_8QLnyKsBGgnOELM,,,,,53.7095,-1.4993,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,,,,,,Probably yes,"I think it was brilliant, great understanding of the game and communication skills.",Make it so it can play other games.,Possibly not because with screen based entertainment there is more variety where as this does one thing.,Probably not,47,Male,Vocational or Similar,Moderately,Very,No,Very,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Was very interesting thanks.,5dc416f7f7bfb12dbfd7c1e6,3
2/12/2025 22:55,2/12/2025 23:01,IP Address,96.52.152.19,100,342,True,2/12/2025 23:01,R_3xzXggFb8gnmA7f,,,,,53.5951,-113.4096,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,Probably not,"The robot is starting its lesson assuming the student has prior knowledge of how pieces move, what the board squares are called, and strategy. It should start WAY more basic. It is noisy which was quite a distraction for me. I was impressed with how nimbly it grabbed and placed pieces. ","Make it quieter somehow. Include absolute starter lessons-show how pieces move. Described the rules. Go over the board. Maybe even adjust it so it is more ""eye level"" as opposed to being up high. ","Maybe within 10 years. It provides real, tactical game play which many may find beneficial, however I feel at this time it is not nuanced enough. ",Probably not,,,,,,37,Female,Vocational or Similar,Moderately,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,No comments,66bd01edef3fcc2b3fee03e1,2
2/12/2025 22:55,2/12/2025 23:01,IP Address,159.196.169.82,100,335,True,2/12/2025 23:01,R_4wMhVob6VXRfTNv,,,,,-33.8672,151.1997,anonymous,EN,0.800000011920929,I agree to participate and understand that my participation is voluntary,Yes,Every day,Yes,,,,,,,,,,,Probably not,technically it knows what to do,"yeah dont make it sound so robotic, it has no personality",yeah absolutely but they need to be made more human,Probably yes,35,Male,Vocational or Similar,Extremely,Extremely,No,Moderately,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,667be9702547859d64886b5f,3
2/12/2025 22:55,2/12/2025 23:01,IP Address,77.99.19.195,100,351,True,2/12/2025 23:01,R_8RV73S0CyAHvWaf,,,,,51.9367,-0.51,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,Probably not,The robot is very noisy and this makes it difficult to focus on what is being said. For a beginner it is far too complicated.,It needs to be much smaller and far less noisier.,"No, it is too noisy and too cumbersome. It is also far less portable.",Definitely not,,,,,,63,Female,University - Bachelors Degree,Not at all,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,I prefer not to respond,,587b38ec3962c30001276c81,2
2/12/2025 22:58,2/12/2025 23:01,IP Address,109.145.56.202,100,166,True,2/12/2025 23:01,R_202cppqL762UObI,,,,,51.279,1.0763,anonymous,EN,0.899999976158142,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,Yes,Neutral,"it mainly speaks about the technical aspect of the board, maybe confusing for some","yes make it more personal, about the way it analyses the strategy of chess","yes most definitely, i believe AI and robotics are the future",Probably yes,,,,,,,,,,,32,Male,University - Bachelors Degree,Extremely,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,5833b2d8df1e130001e1d805,1
2/12/2025 22:54,2/12/2025 23:01,IP Address,89.19.88.217,100,402,True,2/12/2025 23:01,R_84l9p6dXPLiibyK,,,,,53.3339,-6.2271,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably yes,The robot's movements are smooth and the voice matches the speed of the movements,Maybe have a human-like face on the robot,No. I think the cost of the robots could be prohibitive. I also dont see robots becoming more popular as they seem unnecessarily bulky,Probably not,,,,,,37,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,None,665a222ec21c09f2b8731fde,2
2/12/2025 22:56,2/12/2025 23:01,IP Address,81.23.56.249,100,313,True,2/12/2025 23:01,R_8PdvFvLEeaZYmqd,,,,,51.6524,-0.2752,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably yes,Ability to move chess pieces,The voice could be less robotic,"Yes, I think to have a moving object in the room would be very engaging ",Neutral,,,,,,,,,,,60,Female,University - Bachelors Degree,Moderately,Not at all,No,Moderately,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,5974a8a1cda9660001ee18af,1
2/12/2025 22:54,2/12/2025 23:01,IP Address,90.213.224.117,100,405,True,2/12/2025 23:01,R_8PgRQO83X89zHzI,,,,,52.7564,-2.0727,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,Probably yes,"I think it’s very clever, maybe try explaining what it’s doing a little more simple ",I would make it explain what it’s doing in a more simplistic way to help everyone understand easier ,"Yes, technology is moving so fast each yeah I can see them helping us learn so many different things ",Probably yes,,,,,,,,,,,41,Female,University - Bachelors Degree,Moderately,Very,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,The robot was impressive ,60f700e7e605e10389a64d70,1
2/12/2025 22:55,2/12/2025 23:01,IP Address,92.29.201.228,100,331,True,2/12/2025 23:01,R_2g0pzEhdcRkdQQQ,,,,,53.4466,-2.6484,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,,,,,,,,,,,Definitely yes,The robot looks very high quality and looks like a very professional made piece of equipment,More visual components potential screens to show whats happening,No I believe they will not replace conventional entertainment as I dont think they serve very good visual stimuli and the audio arent very interesting.,Neutral,28,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Extremely,Extremely,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,5d76ae9afa583b001a6d93e1,3
2/12/2025 22:53,2/12/2025 23:01,IP Address,82.28.248.247,100,457,True,2/12/2025 23:01,R_8cd9h43Fi1IRn0x,,,,,51.8702,0.9006,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Definitely yes,"Very good quality. Friendly voice, smooth movements and nice neautral colour pallette.",Giving it a human name.,"It's hard to say it would be an improvement, as it is essentially a 3D version of an already existing feature, and having played a chess software in the past, it is hard for the human player to learn from their mistakes. Especially as there is no human element of ""mistake"". However it does seem like a friendlier approach than a 2D computer software, and if given more human elemants, could be an improvement.",Probably not,,,,,,27,Female,Secondary,Slightly,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,677044d85eec9639f0841e62,2
2/12/2025 22:57,2/12/2025 23:01,IP Address,76.67.99.231,100,215,True,2/12/2025 23:01,R_5OH5BJT4hGUumjt,,,,,44.3136,-78.24,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,Probably yes,"The voice quality was surprisingly good - easy to understand, not too fast and not too slow. The movements were fluid and again not too fast or too slow.",None really - it did a good job about explaining what it did.,"Probably not - computers can be anywhere, including our homes. Something like this would have to be gone to.",Neutral,,,,,,29,Female,University - Bachelors Degree,Slightly,Not at all,No,Moderately,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,none,5e27373f346cdd9711ae9911,2
2/12/2025 22:56,2/12/2025 23:01,IP Address,1.145.86.172,100,273,True,2/12/2025 23:01,R_4IFreW6M14cS3NT,,,,,-33.8582,151.127,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,Definitely yes,I think the robot's technical quality was good. It explained what it was doing and why it was doing in a simple to follow step by step manner,The robot glossed over the procedure a little too quickly. A little bit more detail would have been since especially for younger kids if it's going to be used in schools,Yes because seeing a real world example in real life can give students a better and deeper understanding on certain more nuanced and complicated topics,Probably yes,,,,,,,,,,,23,Male,Secondary,Moderately,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,n/a,65a97afe116a650acc588c5b,1
2/12/2025 22:54,2/12/2025 23:01,IP Address,97.178.157.85,100,407,True,2/12/2025 23:01,R_3LLpjM6koKX9sMg,,,,,40.7849,-111.9338,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably yes,"I have zero knowledge of the various aspects of robots. however, it moves smoothly, and looks well finished and streamlined.",Some people might prefer a robot that has visual characteristics of a human.,"Possibly, but screens are accessible at all times while robots may not be.",Probably yes,,,,,,,,,,,73,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Extremely,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,67a536701deb6e6c96611481,1
2/12/2025 22:56,2/12/2025 23:01,IP Address,98.97.6.164,100,295,True,2/12/2025 23:01,R_6trjDhfuuqQ6Dkt,,,,,41.8835,-87.6305,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,Probably yes,Some difficulty understanding. ,It would need to be interactive,"No, they offer little more than current. ",Probably not,,,,,,27,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Not at all,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,None,67ac018e63d842dcd88e2659,2
2/12/2025 22:58,2/12/2025 23:01,IP Address,85.255.235.190,100,184,True,2/12/2025 23:01,R_8N7XS4frNMhBEcR,,,,,51.4964,-0.1224,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,,,,,,Probably yes,Positive as the robot speaks and manouveres with perfect english,Minimise movement noise and make robot sound more human,No- nothing can replace the real entertainment of television ,Probably not,20,Male,Some University but no degree,Very,Not at all,No,Not at all,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,,664dc1571d9e0a2e6a6c6077,3
2/12/2025 22:56,2/12/2025 23:01,IP Address,94.14.124.73,100,262,True,2/12/2025 23:01,R_8CwtPjfrWH1PuvO,,,,,50.8552,0.5716,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably not,Technically terms without any education prior sound too difficult,"Yes, simplify the language, and it was very boring to listen to and watch","Probably will yes, but they will get more interesting",Probably yes,,,,,,,,,,,38,Male,Secondary,Slightly,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,I prefer not to respond,I prefer not to respond,Humans surpass machines,I prefer not to respond,,5b82e33f184f45000155f0ba,1
2/12/2025 22:58,2/12/2025 23:01,IP Address,108.167.19.232,100,156,True,2/12/2025 23:01,R_5sdNem1ZBQi5Tgm,,,,,40.8514,-96.7139,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Probably yes,"Speaks clear, clear movements",Nope it seems to be doing well in this video showing how to do this,"Yes, seems to be going in that direction. ",Probably yes,,,,,,33,Female,Primary,Moderately,Slightly,No,Not at all,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,Humans surpass machines,,67ace47c2fa5c4281a0993c1,2
2/12/2025 22:56,2/12/2025 23:01,IP Address,84.69.193.104,100,314,True,2/12/2025 23:01,R_8LC0HISRqHFcE4d,,,,,53.8109,-1.637,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,Probably yes,The robot looks very smooth in its movements. The voice is relatively pleasant and flows well. Probably slightly too fast. ,"It would be nice to hear it with a female voice, or a gender neutral voice.","Maybe, I think in that case they should be interacting with the viewers.",Probably not,,,,,,,,,,,33,Female,Vocational or Similar,Slightly,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,,6665d060960bfeaf504bf6ff,1
2/12/2025 22:54,2/12/2025 23:01,IP Address,2.125.52.6,100,435,True,2/12/2025 23:01,R_8G7PFWlYbalcCiJ,,,,,51.5844,-3.2123,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably yes,I thought it was very well explained an this would help visual learners. It was just as good as a human doing it.,"no, very good, maybe if the camera was filming from above so that the people can see what squares are being used.","yes definitely, I cant see why not, if humans give them the knowledge they can be better  .",Probably yes,,,,,,47,Female,Secondary,Very,Extremely,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,good survey and interesting to think about this for the future.,6658b6838e28e3383feae335,2
2/12/2025 22:54,2/12/2025 23:01,IP Address,82.1.41.209,100,401,True,2/12/2025 23:01,R_8ivPgZUm8yYYiAw,,,,,52.6513,-1.0876,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,No,Never,No,,,,,,Probably yes,"Quality looks good - not flimsy, looks well made and suitable for the activity it's doing","Maybe a different section to pick the opponent side to help teach chess better. sound could also be reduced potentially, although thats a very small thing. It also moved a couple of times without touching a piece, not sure why.","Maybe for players who are in a full club or something, but learning from home, no. The ease of a video by a simple search will always be easier than having to buy a robot specifically to learn chess.",Probably not,,,,,,35,Female,Vocational or Similar,Very,Not at all,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,67605870f204daf43b21bd33,2
2/12/2025 22:49,2/12/2025 23:01,IP Address,174.240.21.85,100,703,True,2/12/2025 23:01,R_7a8g7bmJvvNd3p1,,,,,33.508,-112.0995,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Definitely yes,It is capable of moving pieces where it wants to and teaching about chess strategy while doing so.,Not really. It seems effective in doing what it's supposed to do. Maybe if it did other things along with chess it would be an improvement but I'm not sure what.,"Yes, but I'm not sure it's necessary to remove screen-based computers. The teaching aspect could work the same without a physical robot and chess board. If it did other things as well as chess I could see how that might be better.",Neutral,,,,,,41,Male,University - Bachelors Degree,Moderately,Very,No,Moderately,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,6547ae55eba4e6b1fffff79f,2
2/12/2025 22:56,2/12/2025 23:01,IP Address,86.169.56.122,100,291,True,2/12/2025 23:01,R_2TZ4gmDqAuinsiH,,,,,51.3574,-1.898,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,Probably yes,"It explains its function well, I would suggest for older pupils at secondary or upper primary school ","No, I think the robot works well","No, I believe a human will always be better at explaining misconceptions that a robot may not pick up on",Definitely not,,,,,,,,,,,43,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Not at all,Not at all,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,60490842aeed19aa5788451f,1
2/12/2025 22:54,2/12/2025 23:01,IP Address,80.2.29.24,100,426,True,2/12/2025 23:01,R_84MJ4pooEJ4Kq8D,,,,,53.8318,-1.5358,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,,,,,,Probably yes,The robot an make its own informed choices based on its algorithm. It does take time to think,it depends on what we would like it to do. ,"I think they can, they are already doing so much. they can act as one device with all forms of entertainment and screen and let fo the use of remote to operate. ",Definitely not,30,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Extremely,Very,No,Slightly,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,NA,652b3c9599d7dea192d61fa7,3
2/12/2025 22:57,2/12/2025 23:01,IP Address,86.142.199.103,100,234,True,2/12/2025 23:01,R_2kIaGdeMjy0XoxJ,,,,,52.649,1.7373,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,Definitely yes,"The robot seemed very noisy, but very precise movements ",Quieter! It's very noisy. I like the way it explains everything ,"Yes, because you can physically see what it is doing on a real life chess board, it shows how the game would physically be played ",Probably yes,,,,,,35,Female,Some University but no degree,Moderately,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Interesting ,616fd2048c982b1d27653870,2
2/12/2025 22:55,2/12/2025 23:01,IP Address,66.183.203.196,100,347,True,2/12/2025 23:01,R_1kB3t6juYRaKDqD,,,,,49.3167,-122.7384,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,Probably yes,"it explaina why they are doing that move and facts about it. the negative aspect is: it's not a human, there's no space for conversation and questions.","no, I know nothing about robots...","yes, since it's just replacing one robot to another robot ",Definitely not,,,,,,37,Female,University - Bachelors Degree,Not at all,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,60fd10e8d6da57730b80fadf,2
2/12/2025 22:56,2/12/2025 23:01,IP Address,92.23.120.219,100,321,True,2/12/2025 23:01,R_2PALTK7BM4F5H6e,,,,,52.5876,-1.9828,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Definitely yes,"I think the robot is very deliberate in its moments, it's slow enough so that the person watching can comprehend what it's doing and the robot also explains how/why it's going through the process it is.","Not necessarily an improvement because I don't know if this is already implemented, but some of the terminology the robot was using seems quite advanced, It would be helpful if there was also an option more beginner friendly for inexperienced chess players","I could definitely see robots like this serving as replacements to improve chess skills, when I have played against the computer in chess, there is no explanation and movements are done instantaneously. ",Probably not,,,,,,23,Male,Secondary,Very,Slightly,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,5f9954c879e21c000a825bd4,2
2/12/2025 22:54,2/12/2025 23:01,IP Address,86.154.208.8,100,413,True,2/12/2025 23:01,R_2eXz8jSqGsZnmdW,,,,,53.5197,-2.2109,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,,,,,,Neutral,positive- clear explanation ,interactive with the student,it could as technology is fast evolving,Probably not,,,,,,30,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,676574739ab5a9025a6e25bf,2
