StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Group,,,
2/12/2025 22:56,2/12/2025 23:01,100,321,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,Definitely yes,"I think the robot is very deliberate in its moments, it's slow enough so that the person watching can comprehend what it's doing and the robot also explains how/why it's going through the process it is.","Not necessarily an improvement because I don't know if this is already implemented, but some of the terminology the robot was using seems quite advanced, It would be helpful if there was also an option more beginner friendly for inexperienced chess players","I could definitely see robots like this serving as replacements to improve chess skills, when I have played against the computer in chess, there is no explanation and movements are done instantaneously. ",Probably not,,,,,,23,Male,Secondary,Very,Slightly,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,2,,,
2/12/2025 22:54,2/12/2025 23:01,100,413,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,,,,,,Neutral,positive- clear explanation ,interactive with the student,it could as technology is fast evolving,Probably not,,,,,,30,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,2,,,
2/12/2025 22:58,2/12/2025 23:01,100,184,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably yes,"Looks good, movements are smooth, if slow, design is sleak, and audio is clear.","Probably make it a bit faster, in movements and speech","Not really, no, barriers to entry are very high for a robot of this sort, whereas for screen-based computers it's close to non existent as nearly everyone already has one.",Neutral,,,,,,18,Male,Secondary,Moderately,Not at all,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,I think it's all fine.,2,,,
2/12/2025 22:56,2/12/2025 23:01,100,337,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,Definitely yes,it's very well designed and the voice has clarity.  ,maybe change the look so it doesn't resemble a microscope.  ,I think so. But at the result of negative impact on humanity.  ,Neutral,,,,,,,,,,,62,Male,University - Bachelors Degree,Moderately,Extremely,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,everything ok.  ,1,,,
2/12/2025 22:57,2/12/2025 23:01,100,277,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,,,,,,Probably not,it moves efficiently and is able to read and react to the opponents moves,it’s loud and large and probably wouldn’t fit into people’s lifestyles ,no it’s clunky and large and would be too expensive,Definitely not,38,Female,Secondary,Not at all,Not at all,No,Not at all,Humans surpass machines,I prefer not to respond,I prefer not to respond,I prefer not to respond,Machines surpass humans,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,,3,,,
2/12/2025 22:54,2/12/2025 23:01,100,454,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Definitely yes,It looks good and it also sounds great for learning.,No. It looks all good,"I do not think so. Why i said so is because it might be expensive to maintain or get so, not many people might not be able to afford it. But, we do not know what the future may bring.",Neutral,,,,,,27,Male,University - Bachelors Degree,Moderately,Moderately,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,I prefer not to respond,Machines surpass humans,I prefer not to respond,Machines surpass humans,"none, thanks",2,,,
2/12/2025 22:53,2/12/2025 23:01,100,477,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,Yes,,,,,,Probably not,"Yes, it could help students learn interactively, making chess more engaging.","Improve speed, add voice instructions, and enhance AI difficulty levels for better learning.   ","Probably not fully. Screens offer more accessibility and analysis tools, but robots could complement learning by making it more interactive.        ",Probably yes,,,,,,59,Female,University - Bachelors Degree,Very,Very,No,Moderately,Machines surpass humans,Humans surpass machines,Machines surpass humans,I prefer not to respond,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,,2,,,
2/12/2025 22:54,2/12/2025 23:01,100,449,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,Probably yes,thats pretty amazing,no i do not have any recomendations.,i would imagine so because the lessons would be given on a real board rather than onscreen,Probably not,,,,,,36,Male,Primary,Very,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,thank youi,2,,,
2/12/2025 22:56,2/12/2025 23:01,100,343,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,Definitely yes,robot explains properly and demonstrates reliability,Yes I would say a more human voice to sound more realistic. Also less background noise from robot.,Yes as there is a decline in teaching jobs and also students are not learning with some teachers,Probably yes,,,,,,,,,,,20,Female,Some University but no degree,Very,Slightly,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,,1,,,
2/12/2025 22:56,2/12/2025 23:01,100,314,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably yes,"Robotic voice may not be engaging, reliant on markers",Not being reliant on markers,"No, some students may not engage with a talking voice and instead learn by doing",Definitely not,,,,,,,,,,,29,Female,University - Bachelors Degree,Slightly,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,1,,,
2/12/2025 22:54,2/12/2025 23:01,100,463,True,2/12/2025 23:01,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,Yes,,,,,,Probably yes,The technical quality of the robot seems very good. It's able to explain why it's making certain moves and does them easily.,"If it was used for teaching, instead of just saying what the move is and what the name of the strategy is, it should be more clear about why it would make certain moves. It could also give specific recommendations of tactical moves depending on what the opponent has done in their turn.","I think it would be very expensive to implement these robots, even in 10 years when they're inevitably cheaper. It's easier for people to pick up a computer and start learning chess than to find a robot like this to play with them. However, I think it would be able to improve quickly as it performs more matches and gains more varied training data.",Probably not,,,,,,24,Female,University - Bachelors Degree,Very,Extremely,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,,2,,,
2/12/2025 22:56,2/12/2025 23:02,100,354,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,Probably yes,Voice is clear and easy to understand.,"If it is for children in schools, some of the words used are too complex and difficult.",Yes because it is much easier to understand with a real-life scenario as an example.,Definitely yes,,,,,,,,,,,44,Female,Some University but no degree,Slightly,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,1,,,
2/12/2025 22:54,2/12/2025 23:02,100,477,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,,,,,,Probably yes,I like the fact that it was able to differentiate the queen from the pawn,I don't like the noise it makes when moving/rotating,"Robots might add new, immersive experiences, but they’re unlikely to fully replace the simplicity and mass appeal of screen-based content",Probably yes,27,Male,University - Bachelors Degree,Very,Very,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,,3,,,
2/12/2025 22:56,2/12/2025 23:02,100,339,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,,,,,,Probably not,The technical quality of the robot is positive because it operates in an efficient way.,I think if the robot were to show more emotion it would seem as if your talking to an actual human otherwise it shows that it is AI operated.,Yes I think robots will eventually replace entertainment because technology is advancing rapidly.,Probably not,21,Female,University - Bachelors Degree,Moderately,Not at all,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,I prefer not to respond,Machines surpass humans,Humans surpass machines,no comment,3,,,
2/12/2025 22:54,2/12/2025 23:02,100,457,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,Definitely yes,I like how it describes why it is making a certain move and the strategy behind the move.,Make the voice less robot like and more human. It makes a lot of noise when moving. It would be great if it could also answer chess questions.,"Yes, the use of the robot is more realistic and you can see it live in action. It's more interactive that screen based options.",Definitely yes,,,,,,42,Female,University - Bachelors Degree,Moderately,Moderately,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,I think we are in a very interesting era with the development of AI. It will either help us to advance or be our downfall.,2,,,
2/12/2025 22:55,2/12/2025 23:02,100,376,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Definitely not,It moves very smoothly but is quite chunky in its shape ,Maybe give it a more personal or softer design.,I can see it happening but I don’t think it will fully replace current entertainment as it is more accessible the way it is now. ,Definitely not,22,Female,Some University but no degree,Moderately,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,3,,,
2/12/2025 22:53,2/12/2025 23:02,100,536,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,,,,,,Definitely yes,"The robot looks and sounds very technologically advanced, something that could be out of a movie!","While very interesting, it could use more human features, maybe incorporate a face of some sort with expression","I think in some cases for sure, in this case it makes the user feel like he is playing against a real life opponent",Definitely yes,49,Male,University - Bachelors Degree,Very,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,I prefer not to respond,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,I prefer not to respond,,3,,,
2/12/2025 22:54,2/12/2025 23:02,100,473,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,,,,,,Probably yes,it is smart as trying safer options instead of taking off some piece,"No, I do not know anything about robots unfortunately","No, people need to watch real people on the screen, not robots, we are as humans not ready for this kind of change yet",Probably yes,28,Female,University - Bachelors Degree,Moderately,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,I prefer not to respond,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,I prefer not to respond,Machines surpass humans,Machines surpass humans,-,3,,,
2/12/2025 22:56,2/12/2025 23:02,100,332,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,Probably yes,"it was able to accurately pick up and move chess pieces.  it was easy to understand, but lacked emotion.  ",unsure as I don't play chess. ,"depends on what the user wants.  If they want to learn a home, then probably no.  If they want to learn in a different environment, then possibly yes. ",Probably not,,,,,,56,Male,Vocational or Similar,Not at all,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,none,2,,,
2/12/2025 22:57,2/12/2025 23:02,100,305,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,Probably yes,"I like that the explanation is clear and succinct, although I think that as someone who doesn't play chess (assuming this is for a beginner) that I wouldn't understand what id going on. I like how smooth the movement of the chess pieces is and it's clear where the robot is moving them to as it's saying where they will move to",Perhaps a more human friendly look? Not necessarily a cgi human talking but if it's for children it might be worth having an animated mascot,I think they could just because it's a lot easier for robots like this to generate ideas and explanations than an existing screen based computer can,Probably not,,,,,,24,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,2,,,
2/12/2025 22:58,2/12/2025 23:02,100,235,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,,,,,,Probably not,i dont have much to compare it to,"i think it looks too much like a ""robot"". it would be better if it looked like something else. ",i dont think so. maybe i just dont have a good imagination but i cant understand what for. ,Probably yes,30,Female,University - Bachelors Degree,Slightly,Slightly,No,Not at all,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,3,,,
2/12/2025 22:54,2/12/2025 23:02,100,452,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,,,,,,Probably yes,This is a very technologically  advanced robot.,The robot would be less robotic if it had a hand.,Maybe because it is more practical to have the robot in front of you for learning.,Definitely not,,,,,,32,Female,University - Bachelors Degree,Moderately,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,I prefer not to respond,Humans surpass machines,Machines surpass humans,Humans surpass machines,I prefer not to respond,Machines surpass humans,Machines surpass humans,Machines surpass humans,I prefer not to respond,,2,,,
2/12/2025 22:56,2/12/2025 23:02,100,332,True,2/12/2025 23:02,EN,0.5,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,Probably yes,"The movement of the robot and it’s voice is realistic, however it could be refined further to make the experience better ",More realistic movements,Possible yes with how technology is evolving and progressing ,Neutral,,,,,,,,,,,52,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Moderately,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,1,,,
2/12/2025 22:53,2/12/2025 23:02,100,538,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,,,,,,Probably not,"It teaches technical points, but I need a human touch and feel",May be a humanoid robot.,"If we have a humanoid robot, probably yes and we can set up a one on one lesson for students as and when needed.",Neutral,,,,,,43,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Not at all,No,Moderately,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Seems good.,2,,,
2/12/2025 22:57,2/12/2025 23:02,100,297,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,,,,,,Neutral,"Seems precise, bit dull and slow. Would be more interesting if it moved faster!","Make it move faster. Can it do similes of human expression (thinking, pausing etc)?","Don’t think so, a screen is far more flexible.",Definitely not,45,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Very,Moderately,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,,3,,,
2/12/2025 22:53,2/12/2025 23:02,100,549,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,Probably yes,It seems a bit industrial and a bit out of place as a teaching aid.,"No, I do not have any such recommendations.","No, a piece of software running on a screen will be more cost effective and more versatile, ie the same computer that you run your chess program on can also do other things.",Definitely not,,,,,,44,Male,University - Bachelors Degree,Very,Extremely,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,2,,,
2/12/2025 22:56,2/12/2025 23:02,100,376,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably yes,This is some pretty cool technology and having the robot explain what it is doing is very interesting,Perhaps making it look and sound more human could make it a little less intimidating,"I think for certain things it can, however for some people working with a robot could be quite intimidating but over the next ten years we will likely get used to working with this kind of technology",Definitely yes,,,,,,,,,,,33,Male,Secondary,Moderately,Moderately,No,Very,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,1,,,
2/12/2025 22:55,2/12/2025 23:02,100,436,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,,,,,,Probably yes,It was very robotic in movement. Nothing exceptional. ,"It could be more fluid in its movements, if appears to be responding to programming, of course. But it would be more natural from a human perspective if this were less obvious. ","Perhaps, it all depends on the experience. If touch was a factor then someone would be able to feel they would interacting more realistically with another person etc. ",Neutral,44,Male,University - Bachelors Degree,Moderately,Very,No,Moderately,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,I prefer not to respond,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,3,,,
2/12/2025 22:55,2/12/2025 23:02,100,420,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably yes,The robot looks so appealing and looks like it can do a lot of work ,Ability to be able to ask the robot questions,"Yes, if the robot is planted well there’s a chance it could serve as a replacement which means it would Make learning the chess easier and faster",Neutral,,,,,,25,Female,University - Bachelors Degree,Moderately,Not at all,No,Not at all,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,2,,,
2/12/2025 22:54,2/12/2025 23:02,100,505,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,Definitely yes,i really liked it. sounded good. nothing bad to say,not really. I think the size of the robot is about right,yes. we tend to learn better when seeing something real.,Definitely yes,,,,,,54,Male,Secondary,Very,Moderately,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,2,,,
2/12/2025 22:58,2/12/2025 23:02,100,266,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,Probably yes,It looks like it functions well.,I would maybe add a screen to it and show some visual things alongside the audio.,It could be used to supplement learning. It wouldn't be a replacement as screen based computers have videos and more ways of learning such as various apps.,Probably not,,,,,,,,,,,33,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Extremely,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,1,,,
2/12/2025 22:54,2/12/2025 23:02,100,492,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,,,,,,Probably yes,The robot seems to know basic skills and it is not too large. It seems to compute how to play a game and make decisions. ,"I would make an improvement on the look of the robot, it seems very basic and boring.","No, as screens no matter a TV or phone will always be a thing and they are always improving.",Definitely not,40,Female,Secondary,Moderately,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,It was a good survey,3,,,
2/12/2025 22:55,2/12/2025 23:02,100,402,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,Probably yes,"Sounds very technical to me, I didn't find it easy to understand. But the voice was very clear",speak in simpler language,"I don't think so, the expense would be too great. Robots would also need to be pitched to the receiving audience, ie not be too complicated to understand",Probably not,,,,,,,,,,,59,Male,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Slightly,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,none,1,,,
2/12/2025 22:53,2/12/2025 23:02,100,542,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,Yes,,,,,,,,,,,Definitely yes,I think it’s really cool. I don’t play chess but I can see how someone who lives alone or wants to practice would love this,Not really. It would be cool if it had a screen on it so that it could put images up while it talked,"No, I think there is room for both things. People will always love sitting and watching tv. But this would be a different form of entertainment ",Probably yes,29,Female,Some Secondary,Moderately,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,I prefer not to respond,Interesting study! ,3,,,
2/12/2025 22:58,2/12/2025 23:02,100,238,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably yes,I don’t care for the accent and it’s probably not for beginners.that don’t know what the moves are.,Explain exactly what the moves are instead of just letters and numbers if this is for beginners,Yes. It’s inevitable. And they can show exactly what the move looks like on the board. ,Definitely yes,,,,,,51,Male,Some University but no degree,Moderately,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,2,,,
2/12/2025 22:54,2/12/2025 23:02,100,492,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,,,,,,Definitely not,It speaks like a human being,The whirring sound as it moves is quite distracting,There might be scope for a robot providing entertainment but watching films and tv are passive activities and a robot would be more useful in interactive situations.,Probably not,47,Female,University - Bachelors Degree,Moderately,Very,No,Not at all,I prefer not to respond,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,3,,,
2/12/2025 22:56,2/12/2025 23:02,100,364,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Definitely yes,moves very smoothly and voice is human sounding. is a bit intimidating though. highlights relevant positions well,explain options for other player. less backwards and forwards movement,"no, they are expensive and not avaliable to the average person",Probably yes,,,,,,20,Female,Some University but no degree,Moderately,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,2,,,
2/12/2025 22:54,2/12/2025 23:02,100,516,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,,,,,,Definitely yes,I think it was cool how the robot described what happened and what could have been done instead this could likely be applied to many other situations from movies. I also liked the voice it was very relaxing.,Perhaps you could offer some sort of custom colour according to  the owner's preference.,"No I don't, people desire to watch other people and have since the days of Shakespeare and the stage. Although i believe it would still be an interesting novelty instead of a replacement. ",Definitely yes,28,Male,Secondary,Very,Extremely,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,N/A,3,,,
2/12/2025 22:58,2/12/2025 23:02,100,229,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,Probably yes,IT's very fluid and clear in the way it is talking. it could use more pauses in how it talks,The sound quality could be better,"yes and no, it may just be significantly costly. Doesn't necessarily improve on what is already out there as far as on screen based computers. ",Probably yes,,,,,,39,Male,University - Bachelors Degree,Extremely,Extremely,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,2,,,
2/12/2025 22:56,2/12/2025 23:02,100,368,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,,,,,,Probably yes,I could help you to learn how to play chess,not at this time. I really don't know what would improve it,"yes, unfortunately.  I think in 10 yrs robots will be everywhere",Neutral,57,Female,Vocational or Similar,Not at all,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,3,,,
2/12/2025 22:56,2/12/2025 23:02,100,375,True,2/12/2025 23:02,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,Definitely yes,It really moves quickly and smoothly and seems very in control of the pieces. It looks so much better than I expected it to. No negatives,Maybe if it had some sort of light / lazer it could shine on the other squares that it is talking about to indicate other potential moves or squares under attack etc,They definitely could. I think money will obviously be a huge factor but in community centres / schools I dont see why not.,Definitely not,,,,,,26,Male,Secondary,Extremely,Very,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,2,,,
